person_id,fir_number,full_name,normalized_name,role,gender,age,phone,address,district,true_identity_id
P0009107,FIR-2024-003825,Dalaja Nori,dalaja nori,Accused,Female,25.0,9365200020,"H.No. 79, Dua Path, Aurangabad 171012",Bengaluru City,TID-OneOff-9107
P0009108,FIR-2024-003825,Naksh Dhillon,dhillon naksh,Accused,Male,38.0,9827131629,"601, Pau Road, Phagwara 764006",Bengaluru City,TID-OneOff-9108
P0009109,FIR-2024-003825,Lipika Agarwal,agarwal lipika,Victim,Female,28.0,9955198346,"95/761, Sahota Nagar, Maheshtala 079609",Bengaluru City,TID-Victim-9109
P0009110,FIR-2025-003826,Ranbir Sheth,ranbir sheth,Accused,Male,54.0,9636481000,"336, Garg Road, Ballia-923835",Hubballi-Dharwad,TID-OneOff-9110
P0009111,FIR-2025-003826,Tripti Baria,baria tripti,Complainant,Female,63.0,9847852278,"H.No. 23, Manda Road, Kirari Suleman Nagar 031755",Hubballi-Dharwad,TID-Victim-9111
P0009112,FIR-2025-003826,Indira Sachar,indira sachar,Witness,Female,,,,Hubballi-Dharwad,TID-Witness-9112
P0009113,FIR-2026-003827,Charvi Mani,charvi mani,Accused,Female,19.0,9299587052,"04/345, Sinha Nagar, Ozhukarai 244843",Bengaluru City,TID-OneOff-9113
P0009114,FIR-2026-003827,Nathan Setty,nathan setty,Complainant,Male,35.0,9130673355,"50/94, Khurana, Ghaziabad 793445",Bengaluru City,TID-Victim-9114
P0009115,FIR-2023-003828,Inaya Pandya,inaya pandya,Accused,Female,43.0,9549353230,"H.No. 07, Sankaran Ganj, Jalgaon 945489",Belagavi,TID-OneOff-9115
P0009116,FIR-2023-003828,Ranbir Narula,narula ranbir,Complainant,Male,46.0,9705985001,"H.No. 66, Raghavan, Mehsana 733676",Belagavi,TID-Victim-9116
P0009117,FIR-2024-003829,Lakshit Sodhi,lakshit sodhi,Accused,Male,32.0,,"543, Pant Ganj, Morena 539768",Bengaluru City,TID-OneOff-9117
P0009118,FIR-2024-003829,Niharika Verma,niharika verma,Accused,Female,51.0,9886682560,"09/14, Koshy Zila, Tinsukia-657990",Bengaluru City,TID-OneOff-9118
P0009119,FIR-2024-003829,Tara Balan,balan tara,Complainant,Female,68.0,9678862393,"H.No. 945, Palla Chowk, Meerut 915809",Bengaluru City,TID-Victim-9119
P0009120,FIR-2025-003830,Osha Walia,osha walia,Accused,Female,32.0,9591252403,"16/12, Sehgal Chowk, Jabalpur 775981",Bengaluru City,TID-OneOff-9120
P0009121,FIR-2025-003830,Madhav Wali,madhav wali,Victim,Male,75.0,9571085119,"H.No. 852, Ramesh Circle, Fatehpur-641691",Bengaluru City,TID-Victim-9121
P0009122,FIR-2026-003831,Fitan Nadkarni,fitan nadkarni,Accused,Male,29.0,,"43/606, Koshy Circle, Raipur 755206",Bengaluru City,TID-OneOff-9122
P0009123,FIR-2026-003831,Indali Roy,indali roy,Complainant,Female,49.0,9367047961,"91, Sur Nagar, Unnao 559223",Bengaluru City,TID-Victim-9123
P0009124,FIR-2023-003832,Ikshita Panchal,ikshita panchal,Accused,Female,43.0,9970885007,"H.No. 116, Panchal Marg, Panvel 040306",Bengaluru City,TID-OneOff-9124
P0009125,FIR-2023-003832,Maya Doctor,doctor maya,Complainant,Female,,9260455856,"H.No. 576, Anand Nagar, Khora  008426",Bengaluru City,TID-Victim-9125
P0009126,FIR-2024-003833,Kamala Date,date kamala,Accused,Female,21.0,9654033573,"00, Sharaf Circle, Nagpur-463632",Bengaluru City,TID-OneOff-9126
P0009127,FIR-2024-003833,Kevin Lal,kevin lal,Victim,Male,,,"357, Kibe Marg, Kakinada 943186",Bengaluru City,TID-Victim-9127
P0009128,FIR-2025-003834,Isaac D.,d isaac,Accused,Male,27.0,9339670711,"144, Cherian Road, Farrukhabad-962649",Chikkaballapura,TID0001
P0009129,FIR-2025-003834,Gaurang Natt,gaurang natt,Accused,Male,54.0,9380173779,"75/76, Sibal Street, North Dumdum-785119",Bengaluru City,TID-OneOff-9129
P0009130,FIR-2025-003834,Omkaar Wadhwa,omkaar wadhwa,Victim,Male,,9736083754,"302, Shroff Street, Ramgarh-129875",Bengaluru City,TID-Victim-9130
P0009131,FIR-2026-003835,Ekalinga Lalla,ekalinga lalla,Accused,Male,23.0,9299528037,"H.No. 263, Keer Path, Yamunanagar-045137",Kalaburagi,TID0096
P0009132,FIR-2026-003835,Anamika Chada,anamika chada,Victim,Female,35.0,9255070515,"H.No. 23, Sachar Circle, Farrukhabad 813180",Mysuru,TID-Victim-9132
P0009133,FIR-2023-003836,Ansh Ganesan,ansh ganesan,Accused,Male,48.0,9123513608,"H.No. 75, Golla Road, Korba 630085",Bengaluru City,TID-OneOff-9133
P0009134,FIR-2023-003836,Sara Pandey,pandey sara,Complainant,Female,47.0,9247378648,"42/07, Yogi Chowk, Satara 089413",Bengaluru City,TID-Victim-9134
P0009135,FIR-2023-003836,Zilmil Chaudhuri,chaudhuri zilmil,Witness,Female,,,"11/51, Mangat, Thiruvananthapuram 909724",Bengaluru City,TID-Witness-9135
P0009136,FIR-2024-003837,Bhavini Sarna,bhavini sarna,Accused,Female,59.0,9153468492,"70, Mohanty Nagar, Avadi-618585",Bengaluru City,TID-OneOff-9136
P0009137,FIR-2024-003837,Jasmit Acharya,acharya jasmit,Complainant,Female,72.0,9731490715,"466, Shan Marg, Ballia 653459",Bengaluru City,TID-Victim-9137
P0009138,FIR-2025-003838,Naksh Chacko,chacko naksh,Accused,Male,45.0,9540664863,,Chikkaballapura,TID-OneOff-9138
P0009139,FIR-2025-003838,Girish Sangha,girish sangha,Victim,Male,73.0,9803187177,"17/645, Sangha, Singrauli-048430",Chikkaballapura,TID-Victim-9139
P0009140,FIR-2026-003839,Tanveer Dasgupta,dasgupta tanveer,Accused,Male,20.0,9839969425,"95/614, Yadav Street, Mango-885329",Bengaluru City,TID-OneOff-9140
P0009141,FIR-2026-003839,Kashish Ramesh,kashish ramesh,Complainant,Female,,9869678705,"H.No. 40, Devan Marg, Machilipatnam 452652",Bengaluru City,TID-Victim-9141
P0009142,FIR-2023-003840,Chatura Kotari,chatura kotari,Accused,Male,20.0,9716267426,"H.No. 897, Bala, Latur 767090",Ballari,TID0065
P0009143,FIR-2023-003840,Dhriti Chakrabarti,chakrabarti dhriti,Complainant,Female,53.0,9525377146,"H.No. 290, Borra Marg, Malda-367082",Kalaburagi,TID-Victim-9143
P0009144,FIR-2024-003841,V. Dhar,dhar v,Accused,Female,,9389854268,"638, Gupta Street, Bahraich 189861",Kalaburagi,TID0027
P0009145,FIR-2024-003841,Lohit Dhaliwal,dhaliwal lohit,Complainant,Male,68.0,9803736827,"86/883, Bhalla Road, Dehradun 657733",Hubballi-Dharwad,TID-Victim-9145
P0009146,FIR-2024-003841,Yagnesh Atwal,atwal yagnesh,Witness,Male,,9560336259,"H.No. 38, Dutta Road, Hajipur-269851",Hubballi-Dharwad,TID-Witness-9146
P0009147,FIR-2025-003842,Qarin Sagar,qarin sagar,Accused,Male,58.0,,"H.No. 035, Jayaraman Road, Mathura 495788",Udupi,TID-OneOff-9147
P0009148,FIR-2025-003842,Ishaan Devi,devi ishaan,Complainant,Male,,9641578641,"89, Rajan, Bhilwara-550342",Udupi,TID-Victim-9148
P0009149,FIR-2026-003843,Finn Mammen,finn mammen,Accused,Male,41.0,9357721399,"228, Pant Path, Naihati 619569",Mysuru,TID-OneOff-9149
P0009150,FIR-2026-003843,Finn Srinivas,finn srinivas,Complainant,Male,38.0,,,Mysuru,TID-Victim-9150
P0009151,FIR-2023-003844,Darsh Dixit,darsh dixit,Accused,Male,50.0,9195398666,"H.No. 13, Lad Road, Jamalpur 070372",Bengaluru City,TID-OneOff-9151
P0009152,FIR-2023-003844,Chatura Nayak,chatura nayak,Complainant,Male,46.0,9364236782,"H.No. 953, Pandey Road, Tiruchirappalli-378996",Bengaluru City,TID-Victim-9152
P0009153,FIR-2024-003845,Gaurika Chaudhary,chaudhary gaurika,Accused,Female,38.0,9837109071,"54/882, Ravi Ganj, Sangli-Miraj & Kupwad-998327",Bengaluru City,TID-OneOff-9153
P0009154,FIR-2024-003845,Ayushman Dara,ayushman dara,Suspect,Male,51.0,,"002, Shah, Gopalpur-660109",Bengaluru City,TID-OneOff-9154
P0009155,FIR-2024-003845,Hardik Das,das hardik,Victim,Male,72.0,,"53/98, Barad Circle, Shimla-033622",Bengaluru City,TID-Victim-9155
P0009156,FIR-2025-003846,Advik Maharaja,advik maharaja,Accused,Male,36.0,9468314818,"877, Mistry Path, Rampur 065713",Mangaluru,TID0000
P0009157,FIR-2025-003846,Tristan Mohanty,mohanty tristan,Suspect,Male,54.0,9135757864,,Bengaluru City,TID-OneOff-9157
P0009158,FIR-2025-003846,Isha Virk,isha virk,Complainant,Female,30.0,,"H.No. 91, Bhasin Street, Muzaffarnagar-990472",Bengaluru City,TID-Victim-9158
P0009159,FIR-2026-003847,J. Behl,behl j,Accused,Male,24.0,9765055833,"H.No. 71, Basu Path, Alappuzha-714997",Bengaluru City,TID0100
P0009160,FIR-2026-003847,Nirja Tella,nirja tella,Complainant,Female,20.0,9389903092,"H.No. 307, Sodhi Zila, Gandhidham 519642",Uttara Kannada,TID-Victim-9160
P0009161,FIR-2023-003848,Benjamin Bumb,benjamin bumb,Accused,Male,25.0,,"860, Sankar Ganj, North Dumdum 414714",Bengaluru City,TID-OneOff-9161
P0009162,FIR-2023-003848,Sachi Deshmukh,deshmukh sachi,Complainant,Female,60.0,9306838282,"H.No. 41, Bains Street, Ulhasnagar 284040",Bengaluru City,TID-Victim-9162
P0009163,FIR-2024-003849,Ikbal Bhardwaj,bhardwaj ikbal,Accused,Male,25.0,9279635970,"58/20, Kala Street, Hospet 515915",Mangaluru,TID0078
P0009164,FIR-2024-003849,Xiti Madan,madan xiti,Accused,Female,55.0,9863943997,"611, Setty Chowk, Gandhinagar 049774",Bengaluru City,TID-OneOff-9164
P0009165,FIR-2024-003849,Manthan Sani,manthan sani,Complainant,Male,61.0,9469502039,"15/716, Dass Marg, Mau 595756",Bengaluru City,TID-Victim-9165
P0009166,FIR-2025-003850,Lakshit Sarin,lakshit sarin,Accused,Male,20.0,9150605282,"14, Bal Circle, Salem-700036",Ballari,TID-OneOff-9166
P0009167,FIR-2025-003850,Ganga Choudhry,choudhry ganga,Complainant,Female,71.0,9173630878,"81/96, Sem Circle, Nagercoil-116288",Ballari,TID-Victim-9167
P0009168,FIR-2026-003851,Orinder L.,l orinder,Accused,Male,40.0,9114257447,,Dakshina Kannada,TID0011
P0009169,FIR-2026-003851,Frado Bal,bal frado,Accused,Male,47.0,9993353188,"00/20, Das Road, Arrah 713696",Belagavi,TID-OneOff-9169
P0009170,FIR-2026-003851,Jalsa Goyal,goyal jalsa,Victim,Female,28.0,,"010, Lala Chowk, Panchkula-878421",Belagavi,TID-Victim-9170
P0009171,FIR-2023-003852,Agastya Srivastava,agastya srivastava,Accused,Male,44.0,9626519585,,Belagavi,TID-OneOff-9171
P0009172,FIR-2023-003852,Hemani Chahal,chahal hemani,Victim,Female,48.0,9164492465,"76/98, Contractor, Cuttack-344182",Belagavi,TID-Victim-9172
P0009173,FIR-2024-003853,Chakradev Batta,batta chakradev,Accused,Male,55.0,9326541099,"463, Dani Ganj, Ahmednagar 233635",Bengaluru City,TID0031
P0009174,FIR-2024-003853,Laksh Sehgal,laksh sehgal,Victim,Male,,9832043459,"H.No. 90, Ahuja Circle, Pimpri-Chinchwad-708089",Bengaluru City,TID-Victim-9174
P0009175,FIR-2024-003853,Janaki Shah,janaki shah,Witness,Female,29.0,,"H.No. 150, Chandra Road, Amaravati-098268",Bengaluru City,TID-Witness-9175
P0009176,FIR-2025-003854,Peter Kadakia,kadakia peter,Accused,Male,33.0,9149203558,"114, Karpe Road, Bardhaman-188003",Bengaluru Rural,TID0019
P0009177,FIR-2025-003854,Laksh More,laksh more,Victim,Male,41.0,9652597759,"262, Ganguly Path, Malda-488266",Bengaluru City,TID-Victim-9177
P0009178,FIR-2026-003855,Kamala Sachar,kamala sachar,Accused,Female,51.0,9667659383,"35/635, Misra Ganj, Saharsa-343504",Bengaluru City,TID-OneOff-9178
P0009179,FIR-2026-003855,Mohini Purohit,mohini purohit,Complainant,Female,48.0,9494417983,"712, Ravel Circle, Jalgaon-355413",Bengaluru City,TID-Victim-9179
P0009180,FIR-2023-003856,Noah Singh,noah singh,Accused,Male,25.0,,"06/35, Banerjee Circle, Ozhukarai-506886",Bengaluru City,TID-OneOff-9180
P0009181,FIR-2023-003856,Darika Dara,dara darika,Victim,Female,58.0,9508660847,"H.No. 160, Manda, Giridih-387373",Bengaluru City,TID-Victim-9181
P0009182,FIR-2023-003856,Alexander Panchal,alexander panchal,Witness,Male,,,"263, Parekh Road, Mahbubnagar 514494",Bengaluru City,TID-Witness-9182
P0009183,FIR-2024-003857,Hemangini Radhakrishnan,hemangini radhakrishnan,Accused,Female,23.0,,"71/94, Gola, Bahraich-595159",Kalaburagi,TID-OneOff-9183
P0009184,FIR-2024-003857,Inaya Grewal,grewal inaya,Complainant,Female,55.0,9813585477,,Kalaburagi,TID-Victim-9184
P0009185,FIR-2025-003858,Pratyush Toor,pratyush toor,Accused,Male,,9324541995,"72/151, Bhasin Circle, Bhilwara 904111",Davanagere,TID-OneOff-9185
P0009186,FIR-2025-003858,Indrajit Char,char indrajit,Complainant,Male,67.0,9200439782,"79, Agate Circle, Katni 023134",Davanagere,TID-Victim-9186
P0009187,FIR-2026-003859,Gavin Lalla,gavin lalla,Accused,Male,,9214431712,,Hubballi-Dharwad,TID-OneOff-9187
P0009188,FIR-2026-003859,Avni Agate,agate avni,Victim,Female,23.0,9395524278,"09/254, Char Street, Delhi 279803",Hubballi-Dharwad,TID-Victim-9188
P0009189,FIR-2023-003860,Zayyan Chopra,chopra zayyan,Accused,Male,42.0,9259277458,"56/23, Bhattacharyya Road, Bathinda-312000",Bengaluru City,TID-OneOff-9189
P0009190,FIR-2023-003860,Gopal Krishnan,gopal krishnan,Suspect,Male,59.0,9227328325,"74/75, Bhatti Chowk, Gandhinagar-824180",Bengaluru City,TID-OneOff-9190
P0009191,FIR-2023-003860,Idika Verma,idika verma,Victim,Female,22.0,9994642155,,Bengaluru City,TID-Victim-9191
P0009192,FIR-2024-003861,Unni Andra,andra unni,Accused,Female,38.0,9240529481,,Yadgir,TID0104
P0009193,FIR-2024-003861,Laban Doshi,doshi laban,Complainant,Male,21.0,9329264410,"02/327, Date Chowk, Raurkela Industrial Township-126376",Hassan,TID-Victim-9193
P0009194,FIR-2025-003862,George Sethi,george sethi,Accused,Male,45.0,,"69/435, Nath Chowk, Purnia 479495",Bengaluru City,TID-OneOff-9194
P0009195,FIR-2025-003862,Yoshita Chada,chada yoshita,Suspect,Female,47.0,,"57, Prakash Marg, Tiruchirappalli 847387",Bengaluru City,TID-OneOff-9195
P0009196,FIR-2025-003862,Madhavi Viswanathan,madhavi viswanathan,Complainant,Female,23.0,9114605124,"41/28, Bera Road, Panipat-447222",Bengaluru City,TID-Victim-9196
P0009197,FIR-2026-003863,Kabir Varma,kabir varma,Accused,Male,21.0,9870834277,"H.No. 393, Agarwal Path, Kolhapur-535082",Bengaluru Rural,TID-OneOff-9197
P0009198,FIR-2026-003863,Harinakshi Bhatti,bhatti harinakshi,Victim,Female,64.0,9457232472,"65/84, Sankaran Path, Thanjavur 103807",Bengaluru Rural,TID-Victim-9198
P0009199,FIR-2026-003863,Urvi Ahluwalia,ahluwalia urvi,Witness,Female,,,,Bengaluru Rural,TID-Witness-9199
P0009200,FIR-2023-003864,Raagini Sampath,raagini sampath,Accused,Female,42.0,,"27, Kumer, Ghaziabad-676768",Bagalkote,TID0062
P0009201,FIR-2023-003864,Girindra Gola,girindra gola,Complainant,Male,25.0,9821769408,,Raichur,TID-Victim-9201
P0009202,FIR-2023-003864,Lajita Mandal,lajita mandal,Witness,Female,51.0,9315040998,"H.No. 69, Sur Marg, Lucknow-031306",Raichur,TID-Witness-9202
P0009203,FIR-2024-003865,Jason Mani,jason mani,Accused,Male,32.0,9771445552,"235, Sahota Path, Machilipatnam-510845",Bengaluru City,TID-OneOff-9203
P0009204,FIR-2024-003865,Vedhika Sahota,sahota vedhika,Complainant,Female,75.0,9404838140,,Bengaluru City,TID-Victim-9204
P0009205,FIR-2025-003866,Patrick Krish,krish patrick,Accused,Male,36.0,9496902981,,Bengaluru Rural,TID-OneOff-9205
P0009206,FIR-2025-003866,Vrishti Peri,peri vrishti,Victim,Female,62.0,9993858699,,Bengaluru Rural,TID-Victim-9206
P0009207,FIR-2026-003867,Yatan Parmar,parmar yatan,Accused,Male,,,"H.No. 63, Bail Circle, Surendranagar Dudhrej 328800",Bengaluru City,TID-OneOff-9207
P0009208,FIR-2026-003867,Ishaan Dyal,dyal ishaan,Complainant,Male,61.0,9995916803,"21/800, Bandi, Panipat-516952",Bengaluru City,TID-Victim-9208
P0009209,FIR-2023-003868,Warhi Shan,shan warhi,Accused,Female,48.0,9555091774,"59/09, Kashyap, Mira-Bhayandar 830695",Hassan,TID-OneOff-9209
P0009210,FIR-2023-003868,Krisha Chandran,chandran krisha,Victim,Female,35.0,9929101217,"H.No. 97, Raju Marg, Jhansi-411226",Hassan,TID-Victim-9210
P0009211,FIR-2024-003869,Simon Ganesan,ganesan simon,Accused,Male,48.0,,"73, Kumer Circle, Machilipatnam-137872",Bengaluru City,TID-OneOff-9211
P0009212,FIR-2024-003869,Manthan Ahuja,ahuja manthan,Suspect,Male,58.0,9745830382,"11, Kadakia Zila, Ongole-529123",Bengaluru City,TID-OneOff-9212
P0009213,FIR-2024-003869,Gaurang Swaminathan,gaurang swaminathan,Victim,Male,20.0,9141696860,"27/34, Rana Path, Pudukkottai 311180",Bengaluru City,TID-Victim-9213
P0009214,FIR-2025-003870,Yuvraj Shenoy,shenoy yuvraj,Accused,Male,23.0,9501074033,"H.No. 054, Bose Path, Salem 093178",Davanagere,TID-OneOff-9214
P0009215,FIR-2025-003870,Fitan Seth,fitan seth,Complainant,Male,61.0,9193445637,"H.No. 90, Sood Path, Sagar-888098",Davanagere,TID-Victim-9215
P0009216,FIR-2026-003871,Gautam Korpal,gautam korpal,Accused,Male,33.0,9287152633,"H.No. 17, Gara Marg, Mehsana-044880",Mangaluru,TID-OneOff-9216
P0009217,FIR-2026-003871,Rehaan Parmar,parmar rehaan,Complainant,Male,27.0,9395862036,,Mangaluru,TID-Victim-9217
P0009218,FIR-2023-003872,Ucchal R.,r ucchal,Accused,Female,28.0,9766430218,"88/023, Anand Marg, Akola 788767",Mysuru,TID0133
P0009219,FIR-2023-003872,Abdul Gopal,abdul gopal,Victim,Male,26.0,,"H.No. 991, Mandal Marg, Jalna-244203",Bidar,TID-Victim-9219
P0009220,FIR-2024-003873,I. Dewan,dewan i,Accused,Male,27.0,9339670711,,Chikkaballapura,TID0001
P0009221,FIR-2024-003873,Advaith Dutt,advaith dutt,Suspect,Male,59.0,9407822292,"H.No. 174, Kalita Street, Ahmedabad 009302",Bengaluru City,TID-OneOff-9221
P0009222,FIR-2024-003873,Kevin Singhal,kevin singhal,Victim,Male,,9294566118,"40/621, Buch Marg, Jehanabad 141922",Bengaluru City,TID-Victim-9222
P0009223,FIR-2025-003874,Samaksh Vaidya,samaksh vaidya,Accused,Male,22.0,9755759011,"23/489, Tank Nagar, Nagaon-916851",Bengaluru City,TID-OneOff-9223
P0009224,FIR-2025-003874,Ethan Khanna,ethan khanna,Complainant,Male,23.0,9398182130,"74/724, Kannan Chowk, Hajipur 388888",Bengaluru City,TID-Victim-9224
P0009225,FIR-2026-003875,Falguni Ramesh,falguni ramesh,Accused,Female,59.0,9485055874,"77, Tella Marg, Shahjahanpur 294928",Bengaluru City,TID-OneOff-9225
P0009226,FIR-2026-003875,Ayushman Karnik,ayushman karnik,Accused,Male,57.0,9102008846,,Bengaluru City,TID-OneOff-9226
P0009227,FIR-2026-003875,Nikita Om,nikita om,Victim,Female,,,"H.No. 856, Ramachandran Nagar, Pimpri-Chinchwad-910930",Bengaluru City,TID-Victim-9227
P0009228,FIR-2023-003876,Chavvi Bansal,bansal chavvi,Accused,Female,58.0,,"85/078, Kothari Marg, Narasaraopet-463820",Bengaluru City,TID-OneOff-9228
P0009229,FIR-2023-003876,Vyanjana Raman,raman vyanjana,Accused,Female,46.0,9459533985,"H.No. 36, Balasubramanian Path, Ambarnath-011318",Bengaluru City,TID-OneOff-9229
P0009230,FIR-2023-003876,Krishna Bassi,bassi krishna,Complainant,Female,,9582036760,"405, Sodhi Nagar, Kurnool-548839",Bengaluru City,TID-Victim-9230
P0009231,FIR-2023-003876,Ati Gola,ati gola,Witness,Female,18.0,9986268430,"037, Bedi Nagar, Alwar-239263",Bengaluru City,TID-Witness-9231
P0009232,FIR-2024-003877,Qadim Mitter,mitter qadim,Accused,Male,37.0,9226588681,"H.No. 17, Kant Chowk, Farrukhabad-010136",Bengaluru Rural,TID-OneOff-9232
P0009233,FIR-2024-003877,Logan Sawhney,logan sawhney,Suspect,Male,,9239481431,"H.No. 72, Bedi Chowk, South Dumdum 340512",Bengaluru Rural,TID-OneOff-9233
P0009234,FIR-2024-003877,Benjamin Ganesh,benjamin ganesh,Complainant,Male,24.0,9114501169,,Bengaluru Rural,TID-Victim-9234
P0009235,FIR-2024-003877,Falak Prabhu,falak prabhu,Witness,Female,48.0,,"68, Talwar Chowk, Hapur-453154",Bengaluru Rural,TID-Witness-9235
P0009236,FIR-2025-003878,Alexander Chandera,alexander chandera,Accused,Male,46.0,9734036506,,Shivamogga,TID0003
P0009237,FIR-2025-003878,Qabil Reddy,qabil reddy,Suspect,Male,22.0,9165452591,"H.No. 36, Barad Zila, Bhusawal 373140",Bengaluru City,TID-OneOff-9237
P0009238,FIR-2025-003878,Nidra Amble,amble nidra,Complainant,Female,32.0,9952485294,,Bengaluru City,TID-Victim-9238
P0009239,FIR-2026-003879,Dominic Palla,dominic palla,Accused,Male,39.0,9903132646,"H.No. 42, Kanda Nagar, Jehanabad 897682",Mandya,TID0092
P0009240,FIR-2026-003879,Gautami Shan,gautami shan,Accused,Female,58.0,,"33/249, Hari Ganj, Sasaram-119139",Bengaluru City,TID-OneOff-9240
P0009241,FIR-2026-003879,Chasmum Wagle,chasmum wagle,Victim,Female,37.0,9720426662,"H.No. 94, More Road, Bikaner 154809",Bengaluru City,TID-Victim-9241
P0009242,FIR-2023-003880,Reyansh G.,g reyansh,Accused,Male,28.0,,"61/519, Johal Street, Firozabad 367263",Bagalkote,TID0126
P0009243,FIR-2023-003880,Vamakshi Khare,khare vamakshi,Victim,Female,65.0,9604686401,"H.No. 49, Chad Chowk, Raichur-298763",Mangaluru,TID-Victim-9243
P0009244,FIR-2024-003881,U. Andra,andra u,Accused,Female,38.0,9240529481,"63, Peri Zila, Firozabad-595075",Yadgir,TID0104
P0009245,FIR-2024-003881,Nathan Chahal,chahal nathan,Victim,Male,72.0,9210018996,"01, Mitra Nagar, Proddatur 066954",Belagavi,TID-Victim-9245
P0009246,FIR-2025-003882,Nirja Bains,bains nirja,Accused,Female,36.0,9622599390,"96/59, Koshy Zila, Pallavaram 523039",Bengaluru City,TID-OneOff-9246
P0009247,FIR-2025-003882,Sai Varty,sai varty,Accused,Female,40.0,9923541089,"49, Purohit Nagar, Durg 506696",Bengaluru City,TID-OneOff-9247
P0009248,FIR-2025-003882,Yashawini Dara,dara yashawini,Complainant,Female,69.0,9998804323,"82, Kalla Ganj, Shivpuri 042265",Bengaluru City,TID-Victim-9248
P0009249,FIR-2026-003883,Bhavika Nigama,bhavika nigama,Accused,Female,26.0,9120912992,,Chamarajanagar,TID0053
P0009250,FIR-2026-003883,Charvi Sampath,charvi sampath,Victim,Female,21.0,9716192152,"H.No. 32, Deo Street, Raichur 254399",Bidar,TID-Victim-9250
P0009251,FIR-2023-003884,Chanakya Mallick,chanakya mallick,Accused,Male,,,"32/61, Upadhyay Road, Sambalpur 310808",Bengaluru City,TID-OneOff-9251
P0009252,FIR-2023-003884,Varsha Chaudhari,chaudhari varsha,Accused,Female,49.0,9296575104,"04/114, Nazareth Street, North Dumdum 192011",Bengaluru City,TID-OneOff-9252
P0009253,FIR-2023-003884,Chakradev Rout,chakradev rout,Complainant,Male,44.0,9115379213,"90, Bhalla Chowk, Maheshtala-855116",Bengaluru City,TID-Victim-9253
P0009254,FIR-2024-003885,Chaaya Dixit,chaaya dixit,Accused,Female,22.0,,,Bengaluru City,TID-OneOff-9254
P0009255,FIR-2024-003885,Sarthak Bora,bora sarthak,Victim,Male,71.0,9632482085,"24/565, Ahluwalia Circle, Pimpri-Chinchwad 220068",Bengaluru City,TID-Victim-9255
P0009256,FIR-2025-003886,H. Toor,h toor,Accused,Male,22.0,9663571872,"95/192, Doctor Marg, New Delhi-763047",Udupi,TID0091
P0009257,FIR-2025-003886,Raagini Mohan,mohan raagini,Victim,Female,45.0,9280190533,"74/741, Sachar Circle, Bettiah 344711",Bengaluru City,TID-Victim-9257
P0009258,FIR-2026-003887,Sachi Pai,pai sachi,Accused,Female,42.0,,"H.No. 861, Deep Circle, Gurgaon 646228",Bengaluru City,TID-OneOff-9258
P0009259,FIR-2026-003887,Teerth Narasimhan,narasimhan teerth,Complainant,Male,47.0,9726151300,"57/727, Boase, Asansol 405703",Bengaluru City,TID-Victim-9259
P0009260,FIR-2023-003888,Rachit Madan,madan rachit,Accused,Male,35.0,9948148307,"90/81, Anand Ganj, Nashik-776365",Bengaluru Rural,TID-OneOff-9260
P0009261,FIR-2023-003888,Krisha Dash,dash krisha,Complainant,Female,34.0,,"96/315, Madan Zila, Sri Ganganagar-499287",Bengaluru Rural,TID-Victim-9261
P0009262,FIR-2024-003889,Indira Karan,indira karan,Accused,Female,34.0,9930213684,"H.No. 053, Sani, New Delhi-623539",Raichur,TID-OneOff-9262
P0009263,FIR-2024-003889,Yamini Tak,tak yamini,Complainant,Female,,9938926304,"H.No. 066, Mall Street, Jammu-864459",Raichur,TID-Victim-9263
P0009264,FIR-2025-003890,Nirja Varkey,nirja varkey,Accused,Female,59.0,9364370406,,Bengaluru City,TID-OneOff-9264
P0009265,FIR-2025-003890,Gaurav Kade,gaurav kade,Victim,Male,,9565596833,"784, Chacko Path, Dibrugarh-354117",Bengaluru City,TID-Victim-9265
P0009266,FIR-2025-003890,Avni Soman,avni soman,Witness,Female,61.0,,"70/737, Sachdeva Path, Bharatpur-132529",Bengaluru City,TID-Witness-9266
P0009267,FIR-2026-003891,Mason Ravi,mason ravi,Accused,Male,42.0,9323635143,"21/215, Choudhry Zila, Ongole 826847",Mysuru,TID-OneOff-9267
P0009268,FIR-2026-003891,Zashil Narayanan,narayanan zashil,Suspect,Male,25.0,9398459750,"209, Vala Marg, Korba 389314",Mysuru,TID-OneOff-9268
P0009269,FIR-2026-003891,Ishaan Chaudhry,chaudhry ishaan,Complainant,Male,49.0,9364868598,"H.No. 470, Brar, Uluberia-124456",Mysuru,TID-Victim-9269
P0009270,FIR-2023-003892,Tripti Bajaj,bajaj tripti,Accused,Female,,9626279699,"361, Dugal Street, Gwalior 235414",Vijayapura,TID-OneOff-9270
P0009271,FIR-2023-003892,Chaman Gala,chaman gala,Victim,Female,20.0,9819460853,"62/979, Oza Zila, Karaikudi 028124",Vijayapura,TID-Victim-9271
P0009272,FIR-2024-003893,Sarthak Kale,kale sarthak,Accused,Male,50.0,9907077616,"14/27, Sandal Chowk, Kollam-454615",Raichur,TID-OneOff-9272
P0009273,FIR-2024-003893,Aachal Ramanathan,aachal ramanathan,Complainant,Female,,9961010830,"H.No. 673, D’Alia Street, Tenali-360363",Raichur,TID-Victim-9273
P0009274,FIR-2025-003894,Nathan Sethi,nathan sethi,Accused,Male,,9154027482,"47/483, Sanghvi Road, Gandhinagar 962086",Ballari,TID-OneOff-9274
