account_id,holder_name,bank,district,is_mule
ACC003146,Shivansh Loke,Axis Bank,Bengaluru City,false
ACC003147,Qasim Palla,Yes Bank,Bengaluru City,true
ACC003148,Amol Malhotra,Canara Bank,Bengaluru City,false
ACC003149,Meghana Varma,Karnataka Bank,Ballari,false
ACC003150,Neel Parikh,Axis Bank,Bengaluru City,true
ACC003151,Caleb Samia,Kotak Mahindra,Bengaluru City,false
ACC003152,Chatura Atwal,SBI,Chamarajanagar,false
ACC003153,Jeremiah Srinivasan,Karnataka Bank,Bengaluru City,true
ACC003154,Zilmil Ramachandran,Bank of Baroda,Bengaluru City,false
ACC003155,Harish Choudhary,PNB,Chikkaballapura,false
ACC003156,Ikbal  Bhardwaj,Canara Bank,Ramanagara,false
ACC003157,Ranveer Singh,IDBI Bank,Ramanagara,false
ACC003158,Oscar Suresh,Kotak Mahindra,Belagavi,false
ACC003159,Zashil Agarwal,HDFC Bank,Bengaluru City,false
ACC003160,Siddharth Yadav,ICICI Bank,Koppal,false
ACC003161,Kala Rajagopal,IDBI Bank,Chamarajanagar,false
ACC003162,Anirudh Dass,IDBI Bank,Bengaluru City,true
ACC003163,Ansh Nadig,HDFC Bank,Bengaluru City,false
ACC003164,Rachit Contractor,IDBI Bank,Bengaluru City,false
ACC003165,Peter Ray,Axis Bank,Bagalkote,false
ACC003166,Yagnesh Mander,Canara Bank,Bengaluru Rural,false
ACC003167,Xavier Bhavsar,SBI,Bengaluru City,true
ACC003168,Sai Parekh,Axis Bank,Kolar,false
ACC003169,Ucchal Majumdar,Canara Bank,Bengaluru City,true
ACC003170,Jairaj Oommen,PNB,Yadgir,false
ACC003171,Simon Balan,Karnataka Bank,Bengaluru City,false
ACC003172,Nidhi Bhavsar,Bank of Baroda,Bengaluru City,true
ACC003173,Devansh Srivastava,Bank of Baroda,Uttara Kannada,false
ACC003174,Banjeet Raval,Bank of Baroda,Mandya,false
ACC003175,Om Batra,SBI,Ramanagara,false
ACC003176,Yachana Ratta,Yes Bank,Udupi,false
ACC003177,Jackson Tiwaria,SBI,Bengaluru City,false
ACC003178,Balveer Chada,Canara Bank,Belagavi,false
ACC003179,Abdul Kadakia,Canara Bank,Kolar,false
ACC003180,Daksha Wadhwa,Union Bank,Gadag,false
ACC003181,Chatura Parikh,IDBI Bank,Uttara Kannada,false
ACC003182,Daksha Agate,PNB,Gadag,false
ACC003183,Varsha Maharaj,Yes Bank,Bengaluru City,false
ACC003184,Hardik Pal,IDBI Bank,Hubballi-Dharwad,false
ACC003185,Qadim Varma,Union Bank,Koppal,false
ACC003186,Qadim Mukhopadhyay,PNB,Tumakuru,false
ACC003187,Ranbir Bal,Union Bank,Belagavi,false
ACC003188,Hredhaan Saran,Union Bank,Shivamogga,false
ACC003189,Indrajit Rau,HDFC Bank,Gadag,false
ACC003190,Jeevika Joshi,Karnataka Bank,Bagalkote,false
ACC003191,Frado Munshi,Union Bank,Vijayapura,false
ACC003192,Balvan Gara,Karnataka Bank,Bengaluru City,false
ACC003193,Gagan Choudhary,IDBI Bank,Mangaluru,false
ACC003194,Krishna Bahri,Yes Bank,Chikkaballapura,false
ACC003195,Harsh Rana,Karnataka Bank,Bengaluru City,false
ACC003196,Ayaan K.,Kotak Mahindra,Ramanagara,false
ACC003197,Eesha Rajagopal,HDFC Bank,Bengaluru City,true
ACC003198,Samuel Narula,Canara Bank,Tumakuru,false
ACC003199,Zayyan Korpal,Canara Bank,Hassan,false
ACC003200,Irya Pandey,Union Bank,Ramanagara,false
ACC003201,Baljiwan Balay,IDBI Bank,Bengaluru Rural,false
ACC003202,Ekiya Cherian,ICICI Bank,Gadag,false
ACC003203,Yug Desai,Karnataka Bank,Gadag,false
ACC003204,Chaitanya Rastogi,Karnataka Bank,Bengaluru City,false
ACC003205,Vamakshi Bakshi,PNB,Bengaluru City,false
ACC003206,Ronith Banerjee,SBI,Bengaluru City,false
ACC003207,Jasmit Nazareth,Kotak Mahindra,Bengaluru City,false
ACC003208,Theodore V.,HDFC Bank,Uttara Kannada,false
ACC003209,Yashvi Dhar,Axis Bank,Davanagere,false
ACC003210,Vincent Prabhakar,Canara Bank,Bengaluru City,true
ACC003211,Ekapad Badal,Canara Bank,Bengaluru City,false
ACC003212,Naksh Grewal,Axis Bank,Bengaluru City,false
ACC003213,Ekapad Sankaran,HDFC Bank,Ramanagara,false
ACC003214,Arjun Dixit,Karnataka Bank,Shivamogga,false
ACC003215,Balvan Kumer,IDBI Bank,Davanagere,false
ACC003216,Wridesh Bandi,Bank of Baroda,Bengaluru City,false
ACC003217,Tanish Balay,Yes Bank,Raichur,false
ACC003218,Tara Dyal,Axis Bank,Bengaluru City,true
ACC003219,Peter R.,ICICI Bank,Dakshina Kannada,false
ACC003220,Arunima Hari,Canara Bank,Shivamogga,false
ACC003221,Mitesh Vasa,IDBI Bank,Bengaluru City,false
ACC003222,Nilima Barad,Canara Bank,Yadgir,false
ACC003223,Qabil  Gaba,Canara Bank,Chikkamagaluru,false
ACC003224,Sanya Nanda,SBI,Yadgir,false
ACC003225,Aarna Varghese,HDFC Bank,Bengaluru City,false
ACC003226,Urmi Kumer,Canara Bank,Dakshina Kannada,false
ACC003227,Bakhshi Sethi,Yes Bank,Bengaluru City,false
ACC003228,Sanya Venkatesh,PNB,Bengaluru City,true
ACC003229,Girindra Sabharwal,HDFC Bank,Bengaluru Rural,false
ACC003230,Radhika Taneja,IDBI Bank,Bidar,false
ACC003231,Kavya Agate,Union Bank,Chikkaballapura,false
ACC003232,Samaksh Ahluwalia,Yes Bank,Bengaluru City,true
ACC003233,Jyoti Sawhney,Canara Bank,Chikkaballapura,false
ACC003234,Daksha Konda,HDFC Bank,Shivamogga,false
ACC003235,G. Sarma,PNB,Haveri,false
ACC003236,Naksh Bhandari,SBI,Bagalkote,false
ACC003237,Shivansh Vora,IDBI Bank,Bengaluru City,false
ACC003238,Faris Padmanabhan,Bank of Baroda,Hassan,false
ACC003239,Vihaan Sura,ICICI Bank,Chikkamagaluru,false
ACC003240,Azad Brar,Yes Bank,Bengaluru City,false
ACC003241,Samuel Sule,Karnataka Bank,Shivamogga,false
ACC003242,Jeremiah Chandran,Yes Bank,Raichur,false
ACC003243,Harsh Krishna,Bank of Baroda,Bengaluru City,true
ACC003244,Hemangini Luthra,ICICI Bank,Bengaluru City,true
ACC003245,Tripti Sha,ICICI Bank,Bengaluru City,false
ACC003246,Vyanjana More,Karnataka Bank,Bengaluru City,false
ACC003247,Warinder Dugal,Bank of Baroda,Kolar,false
ACC003248,Ubika Peri,Karnataka Bank,Dakshina Kannada,false
ACC003249,Onkar Ganesan,Karnataka Bank,Bengaluru City,false
ACC003250,Warjas Din,SBI,Bengaluru City,false
ACC003251,Manya Dua,Union Bank,Udupi,false
ACC003252,Isaac  Bajwa,IDBI Bank,Chitradurga,false
ACC003253,Faras Seth,Axis Bank,Bengaluru City,true
ACC003254,Yuvraj Bose,PNB,Bengaluru City,false
ACC003255,Leena Sane,Canara Bank,Bengaluru City,true
ACC003256,Vivaan Walla,Yes Bank,Bengaluru City,false
ACC003257,Lohit Mukherjee,Kotak Mahindra,Bagalkote,false
ACC003258,Yasti Wason,Bank of Baroda,Bengaluru City,false
ACC003259,Ekantika Tak,Yes Bank,Vijayapura,false
ACC003260,Rayaan Arya,Bank of Baroda,Kolar,false
ACC003261,Bachittar K.,Canara Bank,Chamarajanagar,false
ACC003262,Aadi Sanghvi,Canara Bank,Ramanagara,false
ACC003263,Rachana Maharaj,Yes Bank,Dakshina Kannada,false
ACC003264,Krishna Kamdar,Canara Bank,Bengaluru City,true
ACC003265,Gauri Rama,PNB,Bengaluru City,false
ACC003266,Udant Dada,SBI,Vijayapura,false
ACC003267,Jairaj Bains,Axis Bank,Belagavi,false
ACC003268,Naveen Sheth,Axis Bank,Bengaluru City,false
ACC003269,Harinakshi Parmer,Karnataka Bank,Bengaluru City,false
ACC003270,Pranit Patil,IDBI Bank,Bagalkote,false
ACC003271,Nidra Bhardwaj,Canara Bank,Bengaluru City,false
ACC003272,Kala Kaur,HDFC Bank,Bengaluru City,false
ACC003273,Tanveer Uppal,Bank of Baroda,Bengaluru City,false
ACC003274,Samaksh Ben,Yes Bank,Bengaluru City,false
ACC003275,Priya Puri,PNB,Bengaluru City,false
ACC003276,Champak  Chatterjee,PNB,Kolar,false
ACC003277,Jonathan Kala,Karnataka Bank,Bengaluru City,false
ACC003278,Umang Chhabra,Canara Bank,Davanagere,false
ACC003279,Utkarsh Bansal,Yes Bank,Ramanagara,false
ACC003280,Warda Mukherjee,IDBI Bank,Bengaluru City,false
ACC003281,Irya More,Yes Bank,Shivamogga,false
ACC003282,Ryan N.,ICICI Bank,Bengaluru City,false
ACC003283,Hiral Ratti,Union Bank,Bengaluru City,true
ACC003284,Amara Talwar,Karnataka Bank,Tumakuru,false
ACC003285,Quincy Dugar,Axis Bank,Bengaluru City,false
ACC003286,Mohini Dayal,ICICI Bank,Bengaluru City,false
ACC003287,Chakradev Randhawa,Yes Bank,Gadag,false
ACC003288,Fitan Viswanathan,PNB,Bengaluru City,false
ACC003289,Samuel B.,ICICI Bank,Gadag,false
ACC003290,Caleb Samia,Bank of Baroda,Ramanagara,false
ACC003291,Alexander Apte,Kotak Mahindra,Bengaluru City,true
ACC003292,Mekhala  Sampath,Axis Bank,Bengaluru City,false
ACC003293,Jonathan Wadhwa,ICICI Bank,Bengaluru City,true
ACC003294,Balendra Comar,Yes Bank,Bengaluru City,false
ACC003295,Banjeet Mand,IDBI Bank,Bengaluru City,false
ACC003296,Timothy Gandhi,PNB,Davanagere,false
ACC003297,Sachi Char,PNB,Bengaluru City,false
ACC003298,Urmi Chahal,HDFC Bank,Koppal,false
ACC003299,Chandani Peri,SBI,Davanagere,false
ACC003300,Kevin Narain,Yes Bank,Gadag,false
ACC003301,Ekiya Menon,IDBI Bank,Bidar,false
ACC003302,Pooja Chand,PNB,Bengaluru City,true
ACC003303,Osha Vala,Union Bank,Bengaluru City,false
ACC003304,Hitesh Tata,Axis Bank,Bengaluru City,false
ACC003305,Pushti Bumb,Kotak Mahindra,Chitradurga,false
ACC003306,Yashica Dani,Karnataka Bank,Ramanagara,false
ACC003307,Arunima Sarna,Union Bank,Hassan,false
ACC003308,Kavya Magar,ICICI Bank,Bengaluru City,false
ACC003309,Peter Shukla,ICICI Bank,Davanagere,false
ACC003310,William Ramaswamy,Bank of Baroda,Bengaluru City,true
ACC003311,Yatin Tak,Axis Bank,Bengaluru City,false
ACC003312,Ubika Goswami,Bank of Baroda,Bengaluru City,false
ACC003313,Caleb Chadha,SBI,Bengaluru City,true
ACC003314,Indrajit Manda,ICICI Bank,Bengaluru City,false
ACC003315,Caleb Boase,Bank of Baroda,Chitradurga,false
ACC003316,Ekaraj Puri,Kotak Mahindra,Bengaluru City,false
ACC003317,Faraj Dutta,Axis Bank,Bengaluru City,false
ACC003318,Faqid Minhas,Union Bank,Bengaluru City,false
ACC003319,Amruta Dhaliwal,HDFC Bank,Bengaluru City,false
ACC003320,Azaan Thaman,Axis Bank,Hassan,false
ACC003321,Lavanya Setty,Union Bank,Bengaluru City,false
ACC003322,Sathvik Upadhyay,SBI,Bagalkote,false
ACC003323,Faraj De,SBI,Haveri,false
ACC003324,Ayaan Deo,Yes Bank,Chikkaballapura,false
ACC003325,Tarak Trivedi,Karnataka Bank,Bengaluru City,false
ACC003326,Lila Patel,PNB,Bengaluru City,true
ACC003327,Finn Shere,Union Bank,Dakshina Kannada,false
ACC003328,Isaiah  Issac,Yes Bank,Bengaluru City,false
ACC003329,Eta Dhingra,HDFC Bank,Bengaluru City,false
ACC003330,B. Balay,SBI,Kolar,false
ACC003331,Charita K.,HDFC Bank,Bengaluru City,true
ACC003332,Bhavna Lad,Canara Bank,Kolar,false
ACC003333,Ekantika Dube,Axis Bank,Ramanagara,false
ACC003334,Hredhaan T.,IDBI Bank,Ballari,false
ACC003335,Ayushman Murthy,HDFC Bank,Bengaluru City,true
ACC003336,Ojasvi Sule,Axis Bank,Bengaluru City,false
ACC003337,Ijaya Setty,Bank of Baroda,Hassan,false
ACC003338,Ubika Sidhu,Union Bank,Ramanagara,false
ACC003339,Jagat Kumer,Karnataka Bank,Bengaluru City,false
ACC003340,Mugdha Nadkarni,Kotak Mahindra,Chamarajanagar,false
ACC003341,Manan Chaudhuri,IDBI Bank,Belagavi,false
ACC003342,Chandresh Purohit,Union Bank,Mangaluru,false
ACC003343,Abhimanyu Parmar,Kotak Mahindra,Yadgir,false
ACC003344,Jackson  Tiwari,IDBI Bank,Bengaluru City,false
ACC003345,Dominic Grover,PNB,Shivamogga,false
ACC003346,Chandani Golla,Kotak Mahindra,Yadgir,false
ACC003347,Tanish Hans,Axis Bank,Tumakuru,false
ACC003348,Mitali Mammen,Karnataka Bank,Bengaluru City,false
ACC003349,Sanya Suri,Bank of Baroda,Haveri,false
ACC003350,Aayush Kamdar,Karnataka Bank,Bengaluru City,true
ACC003351,Rajata Arya,Yes Bank,Mandya,false
ACC003352,Oviya Prabhakar,PNB,Mysuru,false
ACC003353,Banjeet Natt,HDFC Bank,Bengaluru City,false
ACC003354,Niharika Puri,HDFC Bank,Bengaluru City,false
ACC003355,George Mangal,Canara Bank,Uttara Kannada,false
ACC003356,Jeevika Bala,HDFC Bank,Bengaluru City,false
ACC003357,Aarush Srivastava,Axis Bank,Ballari,false
ACC003358,Anmol Gaba,IDBI Bank,Kolar,false
ACC003359,Matthew Bhattacharyya,ICICI Bank,Bagalkote,false
ACC003360,Jatin Borah,Bank of Baroda,Bengaluru City,false
ACC003361,Lucky Majumdar,IDBI Bank,Bengaluru City,false
ACC003362,Ekapad Pall,Karnataka Bank,Chamarajanagar,false
ACC003363,Daksha Natarajan,SBI,Chikkamagaluru,false
ACC003364,Warhi Mitra,HDFC Bank,Dakshina Kannada,false
ACC003365,Caleb S.,Karnataka Bank,Bengaluru City,false
ACC003366,Faras Krishnamurthy,IDBI Bank,Davanagere,false
ACC003367,Ethan Walia,PNB,Chikkaballapura,false
ACC003368,Qarin Upadhyay,IDBI Bank,Bengaluru City,true
ACC003369,Kai Mangal,HDFC Bank,Bengaluru City,false
ACC003370,Dominic P.,Union Bank,Gadag,false
ACC003371,Pranit Ravel,Union Bank,Bengaluru City,false
ACC003372,Abha Aurora,Axis Bank,Chamarajanagar,false
ACC003373,Aarna Som,Axis Bank,Bengaluru City,false
ACC003374,Bishakha Dixit,Axis Bank,Bengaluru City,false
ACC003375,Falak Zacharia,SBI,Bengaluru City,false
ACC003376,Matthew Ben,Yes Bank,Bengaluru City,false
ACC003377,Zarna Handa,IDBI Bank,Yadgir,false
ACC003378,Ikbal Bhardwaja,Canara Bank,Bengaluru City,false
ACC003379,Daniel Swamy,ICICI Bank,Bengaluru City,false
ACC003380,Faras Tiwari,Union Bank,Bengaluru City,false
ACC003381,Suhani Hans,Karnataka Bank,Bengaluru City,false
ACC003382,Noah Sem,IDBI Bank,Bengaluru City,false
ACC003383,Nihal Handa,Karnataka Bank,Bengaluru City,false
ACC003384,Samarth Sem,HDFC Bank,Kolar,false
ACC003385,Alka Lad,Karnataka Bank,Mangaluru,false
ACC003386,Kalpit Shukla,PNB,Bengaluru City,false
ACC003387,Brijesh Garg,Karnataka Bank,Bengaluru City,false
ACC003388,Madhav Grover,Karnataka Bank,Bagalkote,false
ACC003389,Dayita Patila,Bank of Baroda,Chamarajanagar,false
ACC003390,Ekantika Bhattacharyya,IDBI Bank,Mangaluru,false
ACC003391,Urvi Varughese,Union Bank,Mysuru,false
ACC003392,Nimrat Upadhyay,PNB,Kalaburagi,false
ACC003393,Jagvi Kumar,ICICI Bank,Ballari,false
ACC003394,Madhav Rajagopalan,SBI,Bengaluru Rural,false
ACC003395,Vinaya B.,Canara Bank,Chikkamagaluru,false
ACC003396,Owen Sheth,PNB,Shivamogga,false
ACC003397,Krish Hegde,Yes Bank,Mandya,false
ACC003398,Fitan R.,IDBI Bank,Tumakuru,false
ACC003399,Aayush Ravel,Kotak Mahindra,Bengaluru City,false
ACC003400,Aradhana Nayar,PNB,Bengaluru City,false
ACC003401,Logan Chaudhry,Union Bank,Bengaluru City,true
ACC003402,Xalak Bhasin,HDFC Bank,Chikkamagaluru,false
ACC003403,Patrick Prasad,ICICI Bank,Bengaluru City,false
ACC003404,Lohit Mukherjee,IDBI Bank,Shivamogga,false
ACC003405,Rehaan Bath,Karnataka Bank,Kolar,false
ACC003406,Noah Singh,HDFC Bank,Shivamogga,false
ACC003407,Ladli Butala,IDBI Bank,Hubballi-Dharwad,false
ACC003408,Unni Bobal,ICICI Bank,Haveri,false
ACC003409,Wahab Kala,HDFC Bank,Bengaluru City,false
ACC003410,Nidra Patil,Canara Bank,Bidar,false
ACC003411,D. Mital,Canara Bank,Uttara Kannada,false
ACC003412,Onkar Randhawa,Yes Bank,Bengaluru City,false
ACC003413,Charita Pau,IDBI Bank,Chikkamagaluru,false
ACC003414,Zehaan Chaudhari,Bank of Baroda,Gadag,false
ACC003415,Jacob Mandal,Karnataka Bank,Vijayapura,false
ACC003416,Atharv Chaudhry,IDBI Bank,Bengaluru City,false
ACC003417,Pahal Goel,Bank of Baroda,Shivamogga,false
ACC003418,Maya Raval,HDFC Bank,Ramanagara,false
ACC003419,Samuel Bakshia,SBI,Bengaluru City,false
ACC003420,Naksh Majumdar,Karnataka Bank,Mysuru,false
ACC003421,Warjas G.,SBI,Bengaluru City,false
ACC003422,Samar Raman,PNB,Bengaluru City,false
ACC003423,Eta Bassi,ICICI Bank,Mysuru,false
ACC003424,Hamsini Kota,Kotak Mahindra,Kalaburagi,false
ACC003425,Xalak Hegde,Bank of Baroda,Raichur,false
ACC003426,Vasana Bumb,Canara Bank,Mandya,false
ACC003427,Gaurang Raju,Canara Bank,Mysuru,false
ACC003428,Azaan Pillai,Kotak Mahindra,Bengaluru City,false
ACC003429,Faris Shukla,Canara Bank,Bengaluru City,false
ACC003430,Kamala Dugal,IDBI Bank,Bengaluru City,true
ACC003431,TIMOTHY SATHE,IDBI Bank,Hassan,false
ACC003432,Kamya Bawa,Union Bank,Bengaluru City,true
ACC003433,Theodore Comar,IDBI Bank,Bidar,false
ACC003434,Eshana Dara,PNB,Kalaburagi,false
ACC003435,Gaurav Lanka,Bank of Baroda,Shivamogga,false
ACC003436,Vincent Kashyap,ICICI Bank,Chikkamagaluru,false
ACC003437,Omkaar Sharma,IDBI Bank,Dakshina Kannada,false
ACC003438,Jagvi Yohannan,SBI,Haveri,false
ACC003439,Bhavini Sarna,SBI,Gadag,false
ACC003440,Vasana Mall,HDFC Bank,Bengaluru City,false
ACC003441,Reyansh Das,ICICI Bank,Mysuru,false
ACC003442,Gabriel Mander,HDFC Bank,Bengaluru City,true
ACC003443,Fariq Salvi,Yes Bank,Bengaluru City,true
ACC003444,Champak Parikh,Bank of Baroda,Bengaluru City,false
ACC003445,M. Kade,Canara Bank,Bengaluru City,true
ACC003446,Orinder Dhillon,Bank of Baroda,Bengaluru City,false
ACC003447,Arunima Loyal,Karnataka Bank,Kolar,false
ACC003448,Ekapad Nair,ICICI Bank,Bengaluru City,false
ACC003449,Upkaar Bandi,Karnataka Bank,Bengaluru City,false
ACC003450,ISHWAR KANNAN,Yes Bank,Shivamogga,false
ACC003451,Karan Edwin,SBI,Bengaluru City,false
ACC003452,Jeet Samra,HDFC Bank,Davanagere,false
ACC003453,Anjali Upadhyay,Karnataka Bank,Bengaluru City,false
ACC003454,Anjali Desai,PNB,Bengaluru City,false
ACC003455,Ladli Subramaniam,Yes Bank,Udupi,false
ACC003456,Wazir Tripathi,ICICI Bank,Udupi,false
ACC003457,Qabil Barala,ICICI Bank,Bengaluru City,false
ACC003458,Leena  Jayaraman,IDBI Bank,Bengaluru City,false
ACC003459,Jagrati Manda,HDFC Bank,Bengaluru City,false
ACC003460,Gautami Pau,IDBI Bank,Hubballi-Dharwad,false
ACC003461,Warhi Dass,Canara Bank,Bengaluru Rural,false
ACC003462,Chakradev Rout,ICICI Bank,Mangaluru,false
ACC003463,Sara Kulkarni,Yes Bank,Bengaluru City,false
ACC003464,Ekalinga Sood,Kotak Mahindra,Bengaluru City,true
ACC003465,Panini Lal,HDFC Bank,Chikkaballapura,false
ACC003466,Karan Srinivas,Karnataka Bank,Bengaluru City,false
ACC003467,Avni Warrior,HDFC Bank,Bengaluru City,false
ACC003468,Kalpit Ravel,IDBI Bank,Bengaluru City,false
ACC003469,Aryan Sami,ICICI Bank,Tumakuru,false
ACC003470,Gaurav Wason,IDBI Bank,Bengaluru City,false
ACC003471,Devika Sen,SBI,Bengaluru City,false
ACC003472,Sneha Garg,SBI,Bengaluru City,false
ACC003473,Chanakya Narula,HDFC Bank,Tumakuru,false
ACC003474,Falguni Karpe,Yes Bank,Davanagere,false
ACC003475,Yutika Bandi,Karnataka Bank,Bengaluru City,false
ACC003476,Lavanya Pathak,IDBI Bank,Mysuru,false
ACC003477,Jacob Ben,Yes Bank,Bagalkote,false
ACC003478,Fariq Goel,PNB,Haveri,false
ACC003479,Janani Shenoy,Yes Bank,Bengaluru City,false
ACC003480,Arin Bath,Bank of Baroda,Chikkamagaluru,false
ACC003481,Charan Vaidya,ICICI Bank,Ballari,false
ACC003482,Divya Parikh,Axis Bank,Haveri,false
ACC003483,Anthony Mani,Kotak Mahindra,Bengaluru City,false
ACC003484,Bhavika R.,PNB,Bengaluru City,true
ACC003485,Gautami Hayre,HDFC Bank,Hassan,false
ACC003486,Zansi Kashyap,Kotak Mahindra,Hassan,false
ACC003487,Yash Jani,PNB,Bengaluru City,false
ACC003488,Robert Gara,HDFC Bank,Udupi,false
ACC003489,Saanvi Raj,ICICI Bank,Bengaluru City,true
ACC003490,Balhaar Chowdhury,ICICI Bank,Bengaluru City,false
ACC003491,Zayan Goel,Karnataka Bank,Bengaluru City,false
ACC003492,Ranveer  Mall,Union Bank,Tumakuru,false
ACC003493,Xalak Yogi,IDBI Bank,Hubballi-Dharwad,false
ACC003494,Hardik Saini,Union Bank,Bengaluru City,false
ACC003495,Aryan Ahuja,Union Bank,Bengaluru City,false
ACC003496,Hitesh Datta,SBI,Bidar,false
ACC003497,Idika Koshy,HDFC Bank,Bengaluru City,false
ACC003498,Gayathri Kohli,PNB,Bengaluru City,false
ACC003499,Libni Char,Yes Bank,Chamarajanagar,false
ACC003500,Falguni Acharya,Kotak Mahindra,Uttara Kannada,false
ACC003501,Rohan Goel,IDBI Bank,Bengaluru City,false
ACC003502,Andrew Nadig,Axis Bank,Bengaluru City,false
ACC003503,Quincy Barad,Kotak Mahindra,Bengaluru City,false
ACC003504,Christopher Saha,IDBI Bank,Bengaluru City,false
ACC003505,Tanveer Chaudhuri,SBI,Tumakuru,false
ACC003506,Daksha Ganesh,Canara Bank,Bengaluru City,false
ACC003507,Matthew Mangal,ICICI Bank,Belagavi,false
ACC003508,Nilima Sundaram,SBI,Hubballi-Dharwad,false
ACC003509,Chatura Kotari,Yes Bank,Tumakuru,false
ACC003510,Frado Chatterjee,Canara Bank,Raichur,false
ACC003511,Faqid Dubey,SBI,Bengaluru City,true
ACC003512,Amruta Pant,IDBI Bank,Bengaluru City,false
ACC003513,Rohan Anne,ICICI Bank,Bengaluru City,true
ACC003514,Akshay D’Alia,HDFC Bank,Kalaburagi,false
ACC003515,Falak Lanka,Axis Bank,Bagalkote,false
ACC003516,Eta Mody,Bank of Baroda,Bengaluru City,true
ACC003517,Balvan Kumer,Union Bank,Davanagere,false
ACC003518,Ikbal Pai,SBI,Bidar,false
ACC003519,Wazir Parsa,Bank of Baroda,Chikkaballapura,false
ACC003520,Meera Munshi,SBI,Bidar,false
ACC003521,Pavani Peri,Yes Bank,Bengaluru City,false
ACC003522,Jalsa Misra,Bank of Baroda,Hubballi-Dharwad,false
ACC003523,Anmol Sachdeva,PNB,Vijayapura,false
ACC003524,Vihaan Anand,Kotak Mahindra,Bengaluru City,false
ACC003525,Qushi Sidhu,Karnataka Bank,Vijayapura,false
ACC003526,Chaitanya Gopal,Canara Bank,Koppal,false
ACC003527,Girik Biswas,Union Bank,Bengaluru City,false
ACC003528,Tanveer Issac,HDFC Bank,Belagavi,false
ACC003529,Aryan Upadhyay,Bank of Baroda,Bengaluru City,false
ACC003530,Krish Venkatesh,IDBI Bank,Davanagere,false
ACC003531,Shivani Saraf,Karnataka Bank,Mangaluru,false
ACC003532,Ranveer Prabhu,ICICI Bank,Bengaluru City,true
ACC003533,Tanay Mandal,Yes Bank,Vijayapura,false
ACC003534,Hitesh Banerjee,Canara Bank,Tumakuru,false
ACC003535,Vrishti Madan,SBI,Bengaluru City,false
ACC003536,Janaki Palan,Yes Bank,Bengaluru City,true
ACC003537,Jason Varty,HDFC Bank,Udupi,false
ACC003538,Nitesh Tella,HDFC Bank,Vijayapura,false
ACC003539,Max Mangal,HDFC Bank,Mandya,false
ACC003540,Radhika Vig,HDFC Bank,Bengaluru City,true
ACC003541,Rachita Narain,Axis Bank,Bengaluru City,false
ACC003542,Radha Kaur,PNB,Bengaluru City,true
ACC003543,Isaiah Dar,Karnataka Bank,Bengaluru Rural,false
ACC003544,Ekapad Khosla,IDBI Bank,Uttara Kannada,false
ACC003545,Viraj Khanna,Kotak Mahindra,Mangaluru,false
ACC003546,Ikbal B.,Canara Bank,Tumakuru,false
ACC003547,Andrew Butala,Axis Bank,Mandya,false
ACC003548,Qabil Sarin,Kotak Mahindra,Bidar,false
ACC003549,Pooja Jhaveri,Kotak Mahindra,Ballari,false
ACC003550,Mekhala Toor,PNB,Haveri,false
ACC003551,Urvashi Majumdar,Axis Bank,Uttara Kannada,false
ACC003552,Advika Kashyap,Yes Bank,Kalaburagi,false
ACC003553,Bhavini Gupta,Union Bank,Bengaluru City,true
ACC003554,Maya Garde,SBI,Bengaluru City,false
ACC003555,Upkaar Basu,HDFC Bank,Bengaluru City,false
ACC003556,Dayita Sachdev,Karnataka Bank,Uttara Kannada,false
ACC003557,Unnati Solanki,Kotak Mahindra,Bengaluru City,true
ACC003558,Bhanumati Rao,HDFC Bank,Kalaburagi,false
ACC003559,Benjamin Lata,Union Bank,Bengaluru City,false
ACC003560,Radhika Srivastava,Karnataka Bank,Bengaluru City,false
ACC003561,Shravya Maharaj,Kotak Mahindra,Kalaburagi,false
ACC003562,Omaja Lala,Bank of Baroda,Bengaluru City,false
ACC003563,Jeremiah Raman,Canara Bank,Bengaluru City,true
ACC003564,Aashi Lal,Kotak Mahindra,Gadag,false
ACC003565,Sneha Toor,PNB,Bengaluru City,true
ACC003566,Anjali Mahal,SBI,Bengaluru City,true
ACC003567,Qarin Sant,Kotak Mahindra,Bengaluru City,false
ACC003568,Gayathri Narain,Canara Bank,Chikkaballapura,false
ACC003569,A. Maharaj,Union Bank,Bengaluru City,false
ACC003570,Amruta Pant,Karnataka Bank,Bengaluru City,false
ACC003571,Frado Doctor,Bank of Baroda,Raichur,false
ACC003572,Sai Contractor,HDFC Bank,Dakshina Kannada,false
ACC003573,Kavya Saha,Yes Bank,Bengaluru City,false
ACC003574,Indali Saini,SBI,Ramanagara,false
ACC003575,Edhitha Kumar,Kotak Mahindra,Mandya,false
ACC003576,Yagnesh Korpal,Karnataka Bank,Koppal,false
ACC003577,Kevin Pathak,SBI,Bengaluru City,true
ACC003578,Balhaar Khurana,HDFC Bank,Bengaluru City,false
ACC003579,Sarthak Saxena,Canara Bank,Bengaluru City,true
ACC003580,Shravya Parsa,Karnataka Bank,Bengaluru City,false
ACC003581,Udant Johal,Kotak Mahindra,Bengaluru City,true
ACC003582,Ryan Subramaniam,Union Bank,Bengaluru City,false
ACC003583,Pavani Gandhi,Bank of Baroda,Bengaluru City,false
ACC003584,Qabil Roy,Karnataka Bank,Haveri,false
ACC003585,Chaman Dewan,Karnataka Bank,Tumakuru,false
